me,code,taxonomy,description,bin.length,GC,prop.gc,coverage,num.contigs,num.features,longest.contig,RP.Inventory.max.55,RP.multiple,BSCG.Inventory.max.51,BSCG.multiple,ASCG.Inventory.max.38,ASCG.multiple,curation.status,completion.status,domain,phylum,class,order,genus,species,misc,drep.filt,drep.set,drep.prim.clust,drep.sec.clust,R1.16,R1.18,R2.16,R2.18,R3.16,R3.18,mean.16,mean.18,afe.mean,afe.median,lower.ci,upper.ci,ci.range,phylum.afe.order,site,sample,cov,rel.abund,gtdb.domain,gtdb.phylum,gtdb.class,gtdb.order,gtdb.family,gtdb.genus,gtdb.species
S3-18-all-fractions_metab_conc_13,S3-18-all-fractions_Acidobacteria_65_24,"Acidobacteria, Bacteria",NA,5761866,64.51,0.6451,24.45,292,5079,103802,44,2,44,3,15,0,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,274,274_1,1.716137895,1.722532614,1.719461711,1.7236546,1.719620285,1.723902032,1.71840663,1.723363082,0.073751429,0.073411741,0.062064238,0.094839632,0.032775394,455,S,S3-18,4.039056262,0.025911994,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S1-18-all-fractions_metab_conc_44,S1-18-all-fractions_Acidobacteria_64_35,"Acidobacteria, Bacteria",NA,6274293,64.48,0.6448,35.33,404,5620,77079,45,3,43,1,13,1,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,274,274_1,1.716124606,1.722401619,1.719454703,1.724051765,1.719628534,1.72379988,1.718402614,1.723417755,0.074642148,0.074281136,0.061739338,0.09309461,0.031355271,456,S,S1-18,3.333234929,0.023596625,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S1-16-all-fractions_metab_31,S1-16-all-fractions_Micrococcales_71_33,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",NA,4010529,71.47,0.7147,33,447,4257,81100,52,20,50,23,14,3,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unknown,unknown,unknown,1,NA,206,206_1,1.723530877,1.729639276,1.724593753,1.730008361,1.725315155,1.729176177,1.724479928,1.729607938,0.075469148,0.075693736,0.056964342,0.090214752,0.033250409,786,S,S1-16,2.602008007,0.018626907,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__GCA-2748155,s__
S2-18-all-fractions_metab_conc_62,S2-18-all-fractions_Micrococcales_72_0,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",NA,3099674,71.57,0.7157,0,184,3146,62576,35,0,39,1,11,0,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unknown,unknown,unknown,1,NA,206,206_1,1.723624909,1.729755104,1.724657302,1.730094223,1.725400242,1.729288761,1.724560818,1.729712696,0.076195248,0.07604261,0.057367292,0.090531857,0.033164565,785,S,S2-18,2.037697972,0.016269291,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__GCA-2748155,s__
S3-16-all-fractions_metab_conc_55,S3-16-all-fractions_Micrococcales_71_29,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",NA,3407233,71.37,0.7137,29.45,216,3448,51387,27,0,27,0,9,0,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unknown,unknown,unknown,1,1,206,206_1,1.723491185,1.729674288,1.724538895,1.729979165,1.725269147,1.729161652,1.724433075,1.729605035,0.076365568,0.076344425,0.057430276,0.091320012,0.033889736,109,S,S3-16,3.123912175,0.016778303,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__GCA-2748155,s__
S2-16-all-fractions_metab_conc_93,S2-16-all-fractions_Micrococcales_71_0,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",NA,3346891,71.27,0.7127,0,222,3391,73915,49,0,46,1,9,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unknown,unknown,unknown,1,NA,206,206_1,1.723417492,1.72963416,1.724486779,1.729932069,1.725205136,1.729131336,1.724369803,1.729565855,0.076472167,0.076702753,0.057929453,0.091819524,0.033890072,778,S,S2-16,1.736921659,0.017004655,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__GCA-2748155,s__
S2-16-all-fractions_metab_conc_8,S2-16-all-fractions_Acidobacteria_65_0,"Acidobacteria, Bacteria",NA,5523530,64.56,0.6456,0,278,4850,101249,48,1,45,2,11,0,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,1,274,274_1,1.716197926,1.722656575,1.719497411,1.724203143,1.719672068,1.724031763,1.718455802,1.723630494,0.07654602,0.07664205,0.064525514,0.095784511,0.031258997,10,S,S2-16,1.635184031,0.016008632,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S1-18-all-fractions_metab_conc_60,S1-18-all-fractions_Micrococcales_71_33,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",NA,3206011,71.47,0.7147,33.15,220,3289,59412,36,1,39,2,11,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unknown,unknown,unknown,1,NA,206,206_1,1.72355772,1.729728606,1.724606984,1.73005594,1.725342348,1.729229049,1.72450235,1.729671198,0.076552028,0.076295552,0.05734231,0.091136211,0.033793901,783,S,S1-18,1.519285735,0.010755322,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__GCA-2748155,s__
S2-18-all-fractions_metab_conc_23,S2-18-all-fractions_Proteobacteria_65_0,"Proteobacteria, Bacteria",NA,4745363,65.06,0.6506,0,263,4582,86787,33,1,36,0,11,0,Uncurated genome,partial,Bacteria,Proteobacteria,unknown,unknown,unknown,unknown,unknown,1,1,65,65_0,1.718225865,1.72540898,1.720796309,1.726023614,1.721149791,1.724752549,1.720057322,1.725395048,0.079293144,0.078983762,0.053277135,0.106403779,0.053126645,314,S,S2-18,1.110697553,0.008867978,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__
S1-16-all-fractions_metab_51,S1-16-all-fractions_Propionibacteriales_71_26,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,3629442,70.88,0.7088,26.1,204,3766,146807,26,2,25,3,11,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,1,207,207_0,1.723197685,1.729155329,1.724286004,1.730264308,1.724982877,1.729256919,1.724155522,1.729558852,0.079444043,0.079771947,0.063069466,0.088253878,0.025184412,99,S,S1-16,1.921025656,0.013751982,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S2-18-all-fractions_metab_maxb_15,S2-18-all-fractions_Actinobacteria_74_0,"Actinobacteria, Actinobacteria, Bacteria",NA,3181321,73.87,0.7387,0,603,3784,27113,36,8,34,5,11,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,180,180_0,1.724712759,1.730701122,1.725715971,1.732199585,1.726477422,1.730454794,1.725635384,1.7311185,0.080938804,0.080884339,0.058643693,0.095638738,0.036995045,94,S,S2-18,0.713995743,0.005700651,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__,f__,g__,s__
S2-16-all-fractions_conc_83,S2-16-all-fractions_Sphingomodales_67_0,"Sphingomodales, Alphaproteobacteria, Proteobacteria, Bacteria",NA,3363689,66.62,0.6662,0,652,3832,38977,36,5,39,7,9,1,Uncurated genome,partial,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomounknowndales,unknown,unknown,unknown,1,1,233,233_0,1.718590541,1.725533776,1.721428927,1.727119672,1.721931567,1.727248458,1.720650345,1.726633969,0.088426645,0.088512987,0.078591799,0.102831178,0.024239378,312,S,S2-16,0.510096406,0.0049939,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphningosinicella,s__
S3-16-all-fractions_metab_conc_74,S3-16-all-fractions_Bacteria_53_11,Bacteria,NA,3873481,53.18,0.5318,10.67,551,3649,23730,28,0,31,3,9,1,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,26,26_0,1.709098145,1.716782559,1.713939253,1.718828911,1.713083777,1.718957289,1.712040392,1.718189587,0.09137846,0.091399865,0.072597963,0.114415555,0.041817592,390,S,S3-16,0.869156467,0.004668176,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__OLB17,s__
S1-18-all-fractions_metab_22,S1-18-all-fractions_Actinobacteria_69_21,"Actinobacteria, Actinobacteria, Bacteria",NA,4325643,69.04,0.6904,21.32,414,4521,114780,46,18,47,20,13,3,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,208,208_0,1.721649003,1.728897886,1.72304721,1.72947654,1.723703574,1.728686325,1.722799929,1.72902025,0.092170654,0.09190311,0.073579843,0.107171341,0.033591498,91,S,S1-18,0.927501884,0.006565968,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__,s__
S2-18-all-fractions_metab_conc_44,S2-18-all-fractions_Sphingomodales_63_0,"Sphingomodales, Alphaproteobacteria, Proteobacteria, Bacteria",NA,2332891,63.21,0.6321,0,119,2492,79913,25,3,27,4,10,0,Uncurated genome,partial,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomounknowndales,unknown,unknown,unknown,1,1,242,242_0,1.716087657,1.724439698,1.719467767,1.725695649,1.719638795,1.725683543,1.718398073,1.725272963,0.102090811,0.101824781,0.089464856,0.123869572,0.034404716,307,S,S2-18,1.312447319,0.010478779,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_A,s__
S1-18-all-fractions_metab_88,S1-18-all-fractions_Solirubrobacterales_70_22,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,1956208,70.07,0.7007,22.36,313,2343,36973,39,8,43,8,10,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,1,139,139_0,1.722865174,1.731286543,1.724093659,1.731549304,1.724726374,1.730298253,1.723895069,1.7310447,0.105896018,0.105567986,0.082232005,0.124420194,0.042188189,82,S,S1-18,0.721149215,0.005105157,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S1-16-all-fractions_metab_32,S1-16-all-fractions_Actinobacteria_70_17,"Actinobacteria, Actinobacteria, Bacteria",NA,7121156,70.27,0.7027,17.19,663,7136,105628,45,10,49,15,13,4,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,196,196_1,1.722611115,1.731719006,1.723891541,1.731857295,1.724509067,1.730687514,1.723670574,1.731421272,0.114235985,0.114458311,0.091195767,0.134583376,0.04338761,614,S,S1-16,1.295583083,0.009274647,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Cryptosporangiaceae,g__,s__
S1-16-all-fractions_maxb_47,S1-16-all-fractions_Chloroflexi_52_7,"Chloroflexi, Bacteria",NA,6082744,51.88,0.5188,7.12,1787,6738,39961,43,9,40,13,10,4,Uncurated genome,partial,Bacteria,Chloroflexi,unknown,unknown,unknown,unknown,unknown,1,1,10,10_4,1.711361734,1.718157304,1.71633947,1.71836632,1.717579206,1.731476011,1.71509347,1.722666545,0.115134653,0.112361286,0.030050425,0.20588771,0.175837285,231,S,S1-16,0.126711587,0.000907086,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__UBA11361,s__
S2-18-all-fractions_metab_31,S2-18-all-fractions_Conexibacter_woesei_73_0,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2741939,72.66,0.7266,0,241,3007,61911,47,3,46,5,9,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacter,Conexibacterwoesei,Bacteria,1,NA,153,153_1,1.722950253,1.728318283,1.725815432,1.740831614,1.725853867,1.72930495,1.724873184,1.732818282,0.116619942,0.117251854,0.050901317,0.221484209,0.170582891,610,S,S2-18,0.75612943,0.006037053,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__
S1-18-all-fractions_metab_conc_71,S1-18-all-fractions_Actinobacteria_70_23,"Actinobacteria, Actinobacteria, Bacteria",NA,5026427,70.28,0.7028,23.35,257,4915,83369,38,0,42,2,11,3,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,196,196_1,1.722621793,1.731858496,1.723884087,1.731998485,1.724498977,1.730856414,1.723668286,1.731571132,0.117054326,0.116705337,0.09383827,0.13648595,0.04264768,611,S,S1-18,1.31448248,0.00930548,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Cryptosporangiaceae,g__,s__
S3-18-all-fractions_metab_conc_47,S3-18-all-fractions_Actinobacteria_70_14,"Actinobacteria, Actinobacteria, Bacteria",NA,5935510,70.32,0.7032,14.08,314,5746,89152,34,1,37,5,12,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,196,196_1,1.722665872,1.731907046,1.723933181,1.732470662,1.724557451,1.730859624,1.723718835,1.731745778,0.118733603,0.118534544,0.09301947,0.136548616,0.043529146,70,S,S3-18,1.133867605,0.007274167,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Cryptosporangiaceae,g__,s__
S2-16-all-fractions_metab_conc_66,S2-16-all-fractions_Conexibacter_woesei_73_0,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2746340,72.68,0.7268,0,140,2873,89351,28,0,29,3,10,0,Uncurated genome,partial,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacter,Conexibacterwoesei,Bacteria,1,1,153,153_1,1.723744823,1.729150148,1.725790912,1.740847717,1.725561495,1.730192957,1.72503241,1.733396941,0.122272765,0.123430376,0.068322761,0.222086606,0.153763845,69,S,S2-16,0.681927606,0.006676147,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__
S2-16-all-fractions_metab_81,S2-16-all-fractions_Propionibacteriales_70_0,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,4465658,69.63,0.6963,0,295,4656,93682,45,5,43,4,13,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,NA,209,209_1,1.722277672,1.734866691,1.723561072,1.732094775,1.724198498,1.730531194,1.723345748,1.732497553,0.134755141,0.135173247,0.093488396,0.186056595,0.092568199,597,S,S2-16,2.638868639,0.025834815,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S2-18-all-fractions_metab_27,S2-18-all-fractions_Solirubrobacterales_70_0,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2264300,69.63,0.6963,0,9,2304,607812,48,0,51,1,13,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,1,132,132_1,1.718984692,1.72605426,1.724034156,1.732658147,1.722106278,1.733853497,1.721708375,1.730855301,0.134905501,0.13522966,0.104683263,0.173632694,0.068949431,56,S,S2-18,4.018329877,0.032082958,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S3-16-all-fractions_metab_conc_76,S3-16-all-fractions_Propionibacteriales_70_51,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,4163923,69.67,0.6967,51.36,220,4282,106517,42,1,43,1,12,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,NA,209,209_1,1.722291072,1.73488245,1.723574769,1.732101754,1.724214005,1.730545533,1.723359949,1.732509912,0.135163502,0.135145022,0.093470396,0.186090149,0.092619753,598,S,S3-16,5.698702931,0.030607316,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S1-16-all-fractions_metab_55,S1-16-all-fractions_Propionibacteriales_70_59,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,4467836,69.61,0.6961,58.64,342,4712,69160,51,4,50,4,13,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,NA,209,209_1,1.72224971,1.734864705,1.723545624,1.732079377,1.724179912,1.73051957,1.723325082,1.732487884,0.135344082,0.135337237,0.093592157,0.186443462,0.092851305,594,S,S1-16,4.937991637,0.035349435,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S2-18-all-fractions_metab_conc_76,S2-18-all-fractions_Propionibacteriales_70_0,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,4176058,69.66,0.6966,0,205,4295,138067,51,2,50,0,12,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,NA,209,209_1,1.722282139,1.734895689,1.723572973,1.732106152,1.724210477,1.730546781,1.723355196,1.732516208,0.13589452,0.135308533,0.093541064,0.186418765,0.092877701,596,S,S2-18,1.943061939,0.015513703,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S1-18-all-fractions_metab_conc_66,S1-18-all-fractions_Propionibacteriales_70_89,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,4145944,69.68,0.6968,88.9,238,4296,68818,51,1,50,2,12,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,NA,209,209_1,1.722297193,1.734914746,1.723577576,1.732111787,1.724221294,1.730548072,1.723365355,1.732524868,0.136240156,0.13528567,0.093399869,0.186476366,0.093076497,595,S,S1-18,2.784421609,0.019711468,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S3-18-all-fractions_metab_conc_45,S3-18-all-fractions_Actinobacteria_69_24,"Actinobacteria, Actinobacteria, Bacteria",NA,2671780,69,0.69,24.45,140,2811,107761,45,4,50,8,14,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,135,135_1,1.721686601,1.72970469,1.717564108,1.727942792,1.724035629,1.7333768,1.721095446,1.730341427,0.136423467,0.136741393,0.118541043,0.153808827,0.035267784,586,S,S3-18,2.856952427,0.018328374,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S3-16-all-fractions_metab_58,S3-16-all-fractions_Actinobacteria_69_43,"Actinobacteria, Actinobacteria, Bacteria",NA,2749559,68.92,0.6892,42.99,44,2789,247177,48,0,51,4,14,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,135,135_1,1.721222693,1.729671957,1.718242272,1.728330022,1.723988931,1.733351694,1.721151299,1.730451224,0.137556166,0.137534559,0.124949137,0.149438092,0.024488955,58,S,S3-16,4.315680884,0.023179206,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S3-18-all-fractions_metab_conc_70,S3-18-all-fractions_Propionibacteriales_70_41,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,4356203,69.6,0.696,40.83,258,4516,113013,51,4,50,4,13,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,1,209,209_1,1.722260422,1.734860669,1.72355372,1.732487533,1.724184252,1.730521079,1.723332798,1.732623094,0.137888904,0.137219731,0.093550122,0.186224322,0.092674199,63,S,S3-18,2.738942863,0.0175713,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
S2-16-all-fractions_metab_70,S2-16-all-fractions_Solirubrobacterales_70_0,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2265544,69.67,0.6967,0,12,2317,424409,48,0,51,1,13,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,NA,132,132_1,1.721113057,1.727618147,1.724053129,1.732682056,1.723639005,1.736499795,1.722935063,1.732266666,0.13850166,0.137861806,0.09620565,0.189923176,0.093717526,575,S,S2-16,4.477749354,0.04383766,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S1-18-all-fractions_metab_40,S1-18-all-fractions_Actinobacteria_68_9,"Actinobacteria, Actinobacteria, Bacteria",NA,2694660,67.83,0.6783,9.25,584,3223,26519,43,9,50,12,13,4,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,140,140_0,1.72102443,1.732177168,1.722659912,1.732136092,1.723181326,1.731259553,1.722288556,1.731857604,0.141849173,0.141418634,0.119324295,0.164944664,0.045620369,62,S,S1-18,0.298351319,0.002112088,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S1-16-all-fractions_metab_39,S1-16-all-fractions_Solirubrobacterales_69_32,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2496363,68.53,0.6853,32.29,81,2608,252894,46,0,51,3,13,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,NA,133,133_1,1.721702881,1.736627962,1.722729135,1.731055439,1.723879407,1.72944488,1.722770475,1.732376094,0.142082441,0.141920978,0.08217578,0.220651628,0.138475848,604,S,S1-16,2.510084185,0.017968855,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
S2-16-all-fractions_metab_conc_25,S2-16-all-fractions_Actinobacteria_71_0,"Actinobacteria, Actinobacteria, Bacteria",NA,3428809,70.95,0.7095,0,215,3601,71855,20,0,22,0,11,0,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,81,81_0,1.722252877,1.733917879,1.723526486,1.733187325,1.724189339,1.732064913,1.723322901,1.733056706,0.143471815,0.14377442,0.116268716,0.172406459,0.056137743,59,S,S2-16,0.671896716,0.006577943,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__UBA8139,g__,s__
S1-16-all-fractions_metab_40,S1-16-all-fractions_Actinobacteria_69_12,"Actinobacteria, Actinobacteria, Bacteria",NA,3928336,68.97,0.6897,11.65,536,4508,49388,35,6,39,8,11,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,146,146_1,1.72170419,1.737518318,1.723240119,1.731410966,1.723642168,1.730535495,1.722862159,1.733154926,0.152621515,0.152066439,0.101796661,0.233796746,0.132000085,588,S,S1-16,0.847831005,0.006069339,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
