isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,syringic acid,Organic acids,NaN,0.009418715352437263,NaN,7.366855294311709e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,syringic acid,Organic acids,NaN,0.005487744500014551,NaN,3.0812656976161546e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,syringic acid,Organic acids,0.6060123022353805,0.03702580736047597,4.23478713890443e-9,2.3680727888297833e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,syringic acid,Organic acids,0.3716917515888066,0.009880129688590693,1.0926148206448859e-10,3.702106024656074e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,syringic acid,Organic acids,0.5278325238783956,0.03965267530674358,4.638204105667505e-9,3.559091428435657e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,syringic acid,Organic acids,0.4681484276884933,0.015803440843239015,1.4379976903769349e-9,1.6315326803461474e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,syringic acid,Organic acids,0.4191303129575296,0.006454842676400685,4.105797505595065e-10,5.697139649333045e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,syringic acid,Organic acids,0.4726305499935219,0.017827138621260327,1.6523669442562584e-9,1.8370243660264913e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,syringic acid,Organic acids,0.5430736198877671,0.019458443406394837,1.846961981319016e-9,1.539837730178594e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,syringic acid,Organic acids,0.5865830821085136,0.021449290755557182,2.1904497004903646e-9,1.477463717684133e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,syringic acid,Organic acids,0.5198443667001151,0.005530163868082878,2.790682613548307e-10,2.6666847813818226e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,syringic acid,Organic acids,0.48086762339371086,0.005705907346785366,3.241928560595813e-10,3.5571815586795063e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,syringic acid,Organic acids,0.37531864292713607,0.009398854694293727,1.5129225905690723e-10,4.647292406522361e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,syringic acid,Organic acids,NaN,0.0063333902644875095,NaN,2.5129094070258655e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,syringic acid,Organic acids,0.5244584107213484,0.015189539912778752,1.330501402183484e-9,1.2054955626631008e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,syringic acid,Organic acids,NaN,0.008113149002151005,NaN,7.748072269478795e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,syringic acid,Organic acids,0.4445088796563546,0.009527355250458312,7.6290366905426e-10,9.533851323241116e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,syringic acid,Organic acids,0.4722539769865222,0.009728053149387277,7.794279278410051e-10,8.710165158729758e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,syringic acid,Organic acids,0.37487642248877745,0.007764918350391477,5.789652286161644e-10,9.65576353959077e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,syringic acid,Organic acids,NaN,0.005968072398950866,NaN,3.238700488696148e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,syringic acid,Organic acids,0.30899656522676355,0.01628015457531328,1.417195624056937e-9,3.1673160968315035e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,syringic acid,Organic acids,0.534366955452099,0.0756765314931458,9.067103725170895e-9,6.7976188925142214e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,syringic acid,Organic acids,0.6646329561856609,0.026969810723071815,2.8772952889528695e-9,1.371414911850953e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,syringic acid,Organic acids,0.39190098967951514,0.006581699998790531,4.5013486677583e-10,6.995922795976711e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,syringic acid,Organic acids,NaN,0.01366149002042596,NaN,4.6113168438580976e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,syringic acid,Organic acids,NaN,0.00854220584085434,NaN,2.975174259277116e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,syringic acid,Organic acids,0.6364879109961035,0.010982430283681158,9.375288631130147e-10,5.354440919279555e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,syringic acid,Organic acids,0.6734134403900832,0.022026968443339276,2.3123092215902366e-9,1.0344951153723032e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,syringic acid,Organic acids,0.46374723667293893,0.08613113878503136,1.1868219126613892e-8,8.624898832783408e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,syringic acid,Organic acids,0.24310598601890576,0.00512017634631626,2.38517455584503e-10,7.718256088206697e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,syringic acid,Organic acids,0.45930770566587753,0.0273316106158919,2.913516567334956e-9,3.256478563695956e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,taurine,Organic acids,NaN,0.010683514691545097,NaN,5.133957476468455e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,taurine,Organic acids,0.21138261279518145,0.04523043829166159,4.824222944403104e-9,1.7297535672541468e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,taurine,Organic acids,0.1269889032857898,0.005184527223839043,1.6204911483834767e-10,1.172550392445878e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,taurine,Organic acids,0.3649885597804759,0.02290609018828764,2.2777786119905107e-9,3.787239890927728e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,taurine,Organic acids,0.35957526178311844,0.020386853240359343,1.999040071856603e-9,3.4936731107390797e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,taurine,Organic acids,0.3641139283247307,0.022418408183859397,2.21952549091089e-9,3.812180845677944e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,taurine,Organic acids,0.25692445736418246,0.023277852452629515,2.2677218850814278e-9,6.5371076151519136e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,taurine,Organic acids,0.37255595690922627,0.03188323252350461,3.36068718508058e-9,5.3193762038072794e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,taurine,Organic acids,NaN,0.009422961307977004,NaN,1.1553718749148681e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,taurine,Organic acids,NaN,0.005488887352726114,NaN,5.561679889875951e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,taurine,Organic acids,0.3375908641944591,0.036752324677722305,4.208176849063416e-9,6.316028950082925e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,taurine,Organic acids,0.14806183982398927,0.009879089345609115,1.090718954776594e-10,8.098527849043019e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,taurine,Organic acids,0.29433496930075903,0.04120342356716378,4.594957650679449e-9,1.0134357279643217e-8
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,taurine,Organic acids,0.25371395211255976,0.015769988217373916,1.4336580724237464e-9,4.2128453721038514e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,taurine,Organic acids,0.2092167667430874,0.006450853698564825,4.101325316268483e-10,1.5508787865582757e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,taurine,Organic acids,0.2570723374501845,0.0178204874207201,1.646888755877842e-9,4.753252624773266e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,taurine,Organic acids,0.29503306238085364,0.019475311699346715,1.8419989733748485e-9,4.374821225942612e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,taurine,Organic acids,0.32178920275464107,0.021351199190599565,2.1865721770033567e-9,4.3863823516052555e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,taurine,Organic acids,0.23674135852471942,0.0052563580060082625,2.7885456713042584e-10,8.998677479921816e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,taurine,Organic acids,0.2290859294436045,0.005631789835230397,3.235765842669113e-10,1.0918525964581988e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,taurine,Organic acids,0.16174416523119953,0.0053258934303659685,1.5102296602449543e-10,8.350868972547106e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,taurine,Organic acids,NaN,0.006333391796307461,NaN,4.568187517608566e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,taurine,Organic acids,0.27998952125792614,0.01517376052156191,1.3281874878151124e-9,3.414139503661021e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,taurine,Organic acids,NaN,0.008118401633330413,NaN,1.1452948711853788e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,taurine,Organic acids,0.2343179089956362,0.009503025848418242,7.601389481804921e-10,2.4840529734709195e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,taurine,Organic acids,0.24797286570254184,0.009708725170124208,7.772427700253059e-10,2.357236896790935e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,taurine,Organic acids,0.1967698680127941,0.007756663055012332,5.781518615127379e-10,2.360110630428732e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,taurine,Organic acids,NaN,0.005968178044410686,NaN,5.269419882877322e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,taurine,Organic acids,0.16843011439474875,0.016165471870842524,1.4043294694394434e-9,6.929028024559733e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,taurine,Organic acids,0.29891301675829485,0.07756011516812694,8.841690439133186e-9,1.7833923288522528e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,taurine,Organic acids,0.36625370285532344,0.027377916214387017,2.8460974654037896e-9,4.281767129227719e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,taurine,Organic acids,0.20081361669908068,0.006563774108533369,4.488893970141376e-10,1.787089047010337e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,taurine,Organic acids,NaN,0.013661261985219556,NaN,7.298673987528187e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,taurine,Organic acids,NaN,0.008543216419559177,NaN,4.880845337704867e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,taurine,Organic acids,0.33276937837087855,0.010977849498538318,9.370147264378294e-10,1.8788033696842384e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,taurine,Organic acids,0.368695667166118,0.021864645125027303,2.3094977584535113e-9,3.297571045307067e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,taurine,Organic acids,0.2603487729080133,0.0665191228737971,1.1779259866811659e-8,1.1575616856108118e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,taurine,Organic acids,0.12136254960497939,0.004983080506167882,2.37518385714293e-10,1.7348204427093564e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,taurine,Organic acids,0.25539831512217637,0.02771797146118494,2.8841959606835827e-9,8.016884201609102e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,thiamine,Organic acids,NaN,0.01068308493234842,NaN,3.5131134046039666e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,thiamine,Organic acids,0.39410204009421557,0.04330570757889455,4.8861462754876045e-9,6.800155238025912e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,thiamine,Organic acids,0.29543355497970286,0.0051853646435627235,1.622372553748147e-10,4.459493725948402e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,thiamine,Organic acids,0.6963364616498046,0.022755820936626113,2.291749923561552e-9,9.820871981869994e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,thiamine,Organic acids,0.6896982925456281,0.020344002454972747,2.0110518195275374e-9,8.917214460015451e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,thiamine,Organic acids,0.6957793775718066,0.022174839649217425,2.2328000375896906e-9,9.54838437328668e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,thiamine,Organic acids,0.48696472373901695,0.0232978805031459,2.289976216948287e-9,2.387098066416386e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,thiamine,Organic acids,0.7057219420072872,0.031228374339013473,3.38313641602384e-9,1.3105636840004373e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,thiamine,Organic acids,NaN,0.009418180561306486,NaN,7.153488717613109e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,thiamine,Organic acids,NaN,0.005487475820818458,NaN,2.9549070784251443e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,thiamine,Organic acids,0.6315442429997038,0.03698459374848129,4.2351818795558586e-9,2.1494978728237277e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,thiamine,Organic acids,0.4025100893585142,0.00987973087415787,1.0921977310399117e-10,3.478079471288706e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,thiamine,Organic acids,0.5500096024932253,0.03986490528625661,4.639113856614839e-9,3.3122325247001894e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,thiamine,Organic acids,0.4891645786625092,0.015801642032121248,1.4379902724372381e-9,1.499557873564336e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,thiamine,Organic acids,0.4416454443678968,0.006462758240857624,4.105091955957329e-10,5.202305652332422e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,thiamine,Organic acids,0.4936733781147238,0.017827853007905875,1.6522706592572083e-9,1.688620487195216e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,thiamine,Organic acids,0.5673268291171794,0.019492669563935475,1.8468557655740363e-9,1.3982826062571025e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,thiamine,Organic acids,0.6122086310360112,0.02149420671682617,2.1901870697710106e-9,1.3340793206830743e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,thiamine,Organic acids,0.5534793244356029,0.00552959852376473,2.790058500412927e-10,2.3400353506184685e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,thiamine,Organic acids,0.5092933647919375,0.005705414610433662,3.2413884712899927e-10,3.180427171636956e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,thiamine,Organic acids,0.4022562726339384,0.009398288836587058,1.5124762783719374e-10,4.37824115935957e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,thiamine,Organic acids,NaN,0.006333186270406802,NaN,2.4082095733041916e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,thiamine,Organic acids,0.5488254837636171,0.01519106078046149,1.3303688878989447e-9,1.0930316090955486e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,thiamine,Organic acids,NaN,0.008112608025391736,NaN,7.559168014615727e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,thiamine,Organic acids,0.46572643707501415,0.009527030738485105,7.628683611499413e-10,8.751530011483528e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,thiamine,Organic acids,0.4950021094709839,0.009727545564239857,7.793714078022935e-10,7.951117142842619e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,thiamine,Organic acids,0.39295177035828555,0.007764241797109005,5.788898940899528e-10,8.944186316786011e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,thiamine,Organic acids,NaN,0.005967892750191631,NaN,3.135253314249453e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,thiamine,Organic acids,0.32265083996007077,0.016282981182738333,1.4174282409069582e-9,2.9739485245734403e-9
