isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,vanillic acid,Organic acids,0.5953670035531408,0.03680247278033043,4.2347157896107e-9,2.4232767613627734e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,vanillic acid,Organic acids,0.3595281907112466,0.009880344616612918,1.0928414240759245e-10,3.8012260845672316e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,vanillic acid,Organic acids,0.5185847637374135,0.039523723711176455,4.637945066158907e-9,3.6587837009665845e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,vanillic acid,Organic acids,0.4594193110463155,0.015774136028517495,1.4380566462287805e-9,1.6867076037062734e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,vanillic acid,Organic acids,0.4098909753007697,0.0064551923606936575,4.106186659783542e-10,5.918508677258662e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,vanillic acid,Organic acids,0.4638858689595242,0.01782794114464214,1.652424938026585e-9,1.902776775853889e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,vanillic acid,Organic acids,0.5329963718637152,0.019545921413403174,1.8469652741502361e-9,1.6108416709595624e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,vanillic acid,Organic acids,0.5759214791659657,0.021324109907693616,2.1905665047796054e-9,1.5304621995500902e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,vanillic acid,Organic acids,0.5062426116122797,0.005530467179415896,2.791018394853484e-10,2.811209965473376e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,vanillic acid,Organic acids,0.4692868558726524,0.005706190190279139,3.242239509596369e-10,3.723879587989936e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,vanillic acid,Organic acids,0.3645298673587417,0.009399145702225565,1.513168314847147e-10,4.766335454923941e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,vanillic acid,Organic acids,NaN,0.006333495261917575,NaN,2.559233129867802e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,vanillic acid,Organic acids,0.5143590834920684,0.015190735230174309,1.3305809725380498e-9,1.2553838536211126e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,vanillic acid,Organic acids,NaN,0.008113401725605296,NaN,7.831654308966457e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,vanillic acid,Organic acids,0.43573071160556165,0.00952764013860863,7.629353868075572e-10,9.880023375190502e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,vanillic acid,Organic acids,0.4628478840908962,0.009728409650970323,7.794676374040354e-10,9.046032402779792e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,vanillic acid,Organic acids,0.3674034053196331,0.0077653057544134155,5.790083778418612e-10,9.97064151739017e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,vanillic acid,Organic acids,NaN,0.005968165526189947,NaN,3.2844726470859503e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,vanillic acid,Organic acids,0.30332044592608365,0.016279403969515542,1.4172051899045241e-9,3.252917424217119e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,vanillic acid,Organic acids,0.5250835726927219,0.07638988249987363,9.06459898705224e-9,7.145282242775296e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,vanillic acid,Organic acids,0.6526881753327828,0.02722074268130879,2.877096744272047e-9,1.4628568735477032e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,vanillic acid,Organic acids,0.3837045490170275,0.0065819686703963666,4.501647339242272e-10,7.241751226434128e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,vanillic acid,Organic acids,NaN,0.013661622483444501,NaN,4.671885873583477e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,vanillic acid,Organic acids,NaN,0.00854233133730693,NaN,3.018121988438089e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,vanillic acid,Organic acids,0.6236824494039103,0.010983051027961965,9.375979804877062e-10,5.657288955451567e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,vanillic acid,Organic acids,0.6611192024500046,0.02216006150250567,2.312288738341545e-9,1.1027025263833079e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,vanillic acid,Organic acids,0.45574283964250245,0.08492935458992136,1.186780964005917e-8,8.524764381283377e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,vanillic acid,Organic acids,0.23777157139722405,0.00512040518823264,2.3854002490137577e-10,7.939038328778696e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,vanillic acid,Organic acids,0.4512168136949273,0.026866337380952267,2.913352390429804e-9,3.2867988965264175e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,vanillin,Organic acids,NaN,0.010683377612931947,NaN,3.607921812405338e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,vanillin,Organic acids,0.37519866451338485,0.04287726169541865,4.885054070457587e-9,7.25031103087492e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,vanillin,Organic acids,0.2742933037983437,0.005186294878182401,1.6233561132230895e-10,4.885024329347202e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,vanillin,Organic acids,0.6613098368650399,0.022588564133858874,2.291987702803815e-9,1.142870293735295e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,vanillin,Organic acids,0.6546375860606389,0.020358370962812816,2.0111114562932027e-9,1.0461020766381309e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,vanillin,Organic acids,0.66066708053545,0.02222704708245879,2.232815565320351e-9,1.1240635635285634e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,vanillin,Organic acids,0.4628148508331533,0.023358642836889463,2.289839813895719e-9,2.636475993236156e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,vanillin,Organic acids,0.6707180650398444,0.0320976892665501,3.3830225337918407e-9,1.59602141544775e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,vanillin,Organic acids,NaN,0.009419018654062798,NaN,7.411061958430219e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,vanillin,Organic acids,NaN,0.005487938076446066,NaN,3.107431814013081e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,vanillin,Organic acids,0.6010030216891711,0.03620142000002691,4.235157211004195e-9,2.257486258906133e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,vanillin,Organic acids,0.36596425114248,0.00988049047406138,1.0930149898582456e-10,3.7484593458498776e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,vanillin,Organic acids,0.52348375794033,0.03905211087759579,4.6389584782246335e-9,3.5089287998406584e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,vanillin,Organic acids,0.46404124069340225,0.015776650746150714,1.438232308630113e-9,1.6559180310941547e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,vanillin,Organic acids,0.4147835953347754,0.006455478203581744,4.1065053663202474e-10,5.80079405359324e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,vanillin,Organic acids,0.4685159877060433,0.017797234335870566,1.652560761405616e-9,1.8645223877697926e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,vanillin,Organic acids,0.5383307924955552,0.019470456933600333,1.8471833934077525e-9,1.5705058990931161e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,vanillin,Organic acids,0.5815651392805581,0.02140949523535477,2.190648620004905e-9,1.5038559787975097e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,vanillin,Organic acids,0.5134311000790286,0.005530686305614579,2.7912642028744063e-10,2.734273325477848e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,vanillin,Organic acids,0.4754143171383602,0.005706455878504178,3.2425381410326345e-10,3.6351756850027257e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,vanillin,Organic acids,0.3702429572896115,0.009399277803401756,1.513367722438406e-10,4.702984274381934e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,vanillin,Organic acids,NaN,0.006333558165564842,NaN,2.534571965182224e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,vanillin,Organic acids,0.5197047999031089,0.01519188736538662,1.330662979733775e-9,1.228903718924345e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,vanillin,Organic acids,NaN,0.008113410777889024,NaN,7.787215233571427e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,vanillin,Organic acids,0.4403801115257051,0.009528232918861354,7.630027450321353e-10,9.696003921414498e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,vanillin,Organic acids,0.46782821828406557,0.00972896125667936,7.795290841142947e-10,8.867451165320885e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,vanillin,Organic acids,0.37136255938257723,0.007765670894458355,5.790491006261078e-10,9.803316221340497e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,vanillin,Organic acids,NaN,0.0059682199765155935,NaN,3.2601206470637796e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,vanillin,Organic acids,0.30632889326100415,0.01628167030955,1.4173982628451988e-9,3.2075944756009486e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,vanillin,Organic acids,0.530000844919181,0.07542334346755698,9.067108065348775e-9,6.879535125655184e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,vanillin,Organic acids,0.6590122511075507,0.027159329130524486,2.8775269911513855e-9,1.4183039383683421e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,vanillin,Organic acids,0.38804736704699655,0.0065823248957738245,4.502044731815532e-10,7.111081788951616e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,vanillin,Organic acids,NaN,0.013661706678518197,NaN,4.6396400075228205e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,vanillin,Organic acids,NaN,0.008542373766273145,NaN,2.995257671522883e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,vanillin,Organic acids,0.6304564816503115,0.010983516131542869,9.37649788147221e-10,5.496065217600574e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,vanillin,Organic acids,0.667625850000018,0.02229115371586284,2.3124100448635904e-9,1.0827077528280457e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,vanillin,Organic acids,0.45998252546611645,0.08931011279455603,1.1869139814200979e-8,9.113376277410627e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,vanillin,Organic acids,0.2406086334886934,0.005120668469075201,2.3857108855962635e-10,7.82175398693317e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,vanillin,Organic acids,0.4555020093268206,0.027112378110260578,2.9137146554316655e-9,3.2696795224570897e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,xanthine,Nucleotides,NaN,0.011914063451879961,NaN,7.806909263535731e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,xanthine,Nucleotides,0.19510167476407672,0.04082275870645133,4.4953909415762396e-9,1.7019784738905198e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,xanthine,Nucleotides,0.22461586083230808,0.010860306758324554,8.866547737022918e-10,3.0608722485511236e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,xanthine,Nucleotides,NaN,0.005395061856580281,NaN,4.551763406610537e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,xanthine,Nucleotides,NaN,0.006028501131377908,NaN,5.306304602261274e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,xanthine,Nucleotides,NaN,0.0026591159479957675,NaN,1.8176756092108797e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,xanthine,Nucleotides,0.19415077979247714,0.009561165417360514,7.315945733249689e-10,3.0367195444873608e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,xanthine,Nucleotides,0.3284218792127457,0.01902450228334162,1.8110433700888728e-9,3.6816802925333927e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,xanthine,Nucleotides,0.22077709751556812,0.010534138786405724,8.429600063691414e-10,2.9752188847268057e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,xanthine,Nucleotides,0.22550127599920097,0.0071171417742383275,4.849032106344602e-10,1.6655235316886175e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,xanthine,Nucleotides,NaN,0.011339860053386608,NaN,9.682352664249547e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,xanthine,Nucleotides,NaN,0.002044494832638393,NaN,1.3621407742713889e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,xanthine,Nucleotides,0.21378935308988103,0.009091512364439749,7.011738136582716e-10,2.578597197315978e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,xanthine,Nucleotides,0.2094663980492147,0.009917398527688328,7.800931693883868e-10,2.9441540596243586e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,xanthine,Nucleotides,0.2473221794744513,0.012828325445890116,1.1217707479883633e-9,3.4135598175689075e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,xanthine,Nucleotides,0.2382470342949478,0.017837475857437016,1.6503954077649303e-9,5.265719057593028e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,xanthine,Nucleotides,0.23452126314483737,0.009866955073579178,7.589261382498244e-10,2.4771644217955473e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,xanthine,Nucleotides,NaN,0.00033020399981925744,NaN,1.6287760212084284e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,xanthine,Nucleotides,0.21630103104402923,0.005257777437314551,2.790125530605804e-10,1.011746864537984e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,xanthine,Nucleotides,NaN,0.014594527738940485,NaN,1.0393567914270274e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,xanthine,Nucleotides,NaN,0.007206863381172636,NaN,6.088842496772447e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,xanthine,Nucleotides,NaN,0.006665344164666168,NaN,5.570019220620355e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,xanthine,Nucleotides,0.26655509981936953,0.017577813795549235,1.6089480985999514e-9,4.3955194546655005e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,xanthine,Nucleotides,NaN,0.008120173245081092,NaN,1.2100042515048317e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,xanthine,Nucleotides,0.20924702058590866,0.008641702145056149,6.642422808405766e-10,2.5102722620012183e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,xanthine,Nucleotides,0.24213495609294,0.011877236884788821,1.0189230918236358e-9,3.1889389745659416e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,xanthine,Nucleotides,0.10123978827511666,0.004378314256631598,1.4793064333654543e-10,1.3590548866938946e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,xanthine,Nucleotides,0.23322760420179195,0.007297726300204657,5.184217141708125e-10,1.7044519900684734e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,xanthine,Nucleotides,0.07190741815834598,0.005476733828766324,2.009907764423896e-10,2.6106179806186715e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,xanthine,Nucleotides,0.27546016741055707,0.06788933033402456,7.741005144335426e-9,1.71292209347296e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,xanthine,Nucleotides,NaN,0.0022927280674852543,NaN,2.2284529421412588e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,xanthine,Nucleotides,NaN,0.0031561473242768855,NaN,3.693587513380695e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,xanthine,Nucleotides,NaN,0.013661680416744232,NaN,7.767088535101573e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,xanthine,Nucleotides,NaN,0.002598770067591514,NaN,2.1966528050259902e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,xanthine,Nucleotides,0.23616551525275903,0.005653064509776504,3.2916706160587034e-10,1.068438760967498e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,xanthine,Nucleotides,NaN,0.0016866067947379942,NaN,5.0424158854124775e-11
